Author(s) ID	Year	Link
"7006985475;25825603200;7004773965;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084477154&doi=10.1016%2fj.envint.2020.105794&partnerID=40&md5=3bc9f1ed47dc7d599cbc02f202de4a0c
"56957168700;57031975800;57206322194;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085078510&doi=10.1016%2fj.ijoa.2020.04.006&partnerID=40&md5=53e67921bfd32ca2175f6c609b91a631
"7005061179;6701346935;24079919900;57216524723;57202559706;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083803590&doi=10.1016%2fj.cca.2020.04.020&partnerID=40&md5=e244d5cfe2c7f07e41a5c4f4374f38bf
"57203355793;52263265600;7003381283;57205370307;37027434600;57211942292;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085583174&doi=10.1016%2fj.jcv.2020.104455&partnerID=40&md5=166d1d579123ce33f7b364c3cf650968
"26638715000;57216917612;57216917340;57216923780;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085303693&doi=10.1016%2fj.ijporl.2020.110092&partnerID=40&md5=b18384b61b732645a8501c6071017e89
"57216627303;57216626878;57216626753;57216671176;57216260426;57216884406;57217021996;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085747389&doi=10.1016%2fj.biopha.2020.110316&partnerID=40&md5=c39fef94e4a5b818a7a74d7a8be8a504
"57216550483;25321092600;6507301816;35874075200;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083832310&doi=10.1016%2fj.mehy.2020.109781&partnerID=40&md5=5ffe93d131711b85d8e39b4aab923ab0
"57216651623;57217029541;57217030099;55973889000;57216650965;26024497600;57217030747;57211639940;7006491953;35740897200;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085873139&doi=10.1016%2fj.jcv.2020.104446&partnerID=40&md5=9f0574176c77ae99a84ef7df5bc40bc9
"8502602600;57216799945;7005334032;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084705976&doi=10.1016%2fj.etap.2020.103411&partnerID=40&md5=ff984a398f0f1b1a55b1baaf0a1bba41
"57216753614;57216756308;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084475335&doi=10.1016%2fj.virusres.2020.198018&partnerID=40&md5=abde2f61cc3949734d6fd9a0914ce4bd
"22635521200;6602415296;55503831800;57194496883;57216544059;24079919900;7003548087;7004854250;57202559706;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083863715&doi=10.1016%2fj.cca.2020.04.026&partnerID=40&md5=60d33a29574d39da0a19b7bf382fb10b
"57214465184;57191864841;57215039206;57215837322;55574209135;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084975649&doi=10.1016%2fj.phrs.2020.104939&partnerID=40&md5=d1d09fa8ef9e75940dd205124a5b9efd
"7102015737;57021522200;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083722217&doi=10.1016%2fj.scitotenv.2020.138861&partnerID=40&md5=f7d141506b189095c0aee66849d5fea8
"57190303080;57216993037;57201727307;7006072266;57216989524;6603375926;57215817371;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085658389&doi=10.1016%2fj.jcv.2020.104477&partnerID=40&md5=4363a8df442e5f34d250e9a9c948eb96
"57190761816;57189681824;56191957800;57216871490;57193394102;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085147905&doi=10.1016%2fj.virusres.2020.198022&partnerID=40&md5=bd019250d8d9b88d3c739b71efeb0525
"8670235800;8670235900;57216952633;57211961297;56715246900;57216953210;56702045600;24177248700;55330781200;57216945934;55842956500;8605260900;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085466904&doi=10.1016%2fj.jviromet.2020.113888&partnerID=40&md5=1322a99591619a9346a02b9d080c3c06
"56148921700;57211605935;57217136519;57210984126;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086402219&doi=10.1016%2fj.yjmcc.2020.06.002&partnerID=40&md5=4880cbcbb57698911e4301df80099c47
"56941574700;55038222600;57216661770;36867416600;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084229945&doi=10.1016%2fj.micpath.2020.104236&partnerID=40&md5=189327f062eabe188c9feae662cc80d6
"57216357693;36095414700;53264428100;57217088046;55862329700;56661453600;11440487400;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086105125&doi=10.1016%2fj.intimp.2020.106683&partnerID=40&md5=a81569f69cee1da0af291e78735b156a
"57195238309;57190732799;36522890700;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085992024&doi=10.1016%2fj.lfs.2020.117765&partnerID=40&md5=b7b48caa8f84815842d0ec101e39c17d
"9037171800;6701628552;36448936000;35444467000;55913862000;57210752580;9273101900;57216089488;37031157700;8242061200;56248174400;35302637600;7005695921;8340556000;35249116400;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084220818&doi=10.1016%2fj.trim.2020.101304&partnerID=40&md5=602ddf4c14ed1e49704604f4e149f77f
"7003265684;7003962073;7006112257;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086039277&doi=10.1016%2fj.imlet.2020.06.002&partnerID=40&md5=4d321874f5e52ea2f441fa450677285a
"57214754796;7006014759;7102248255;6603224520;7006361490;8963521400;23489455700;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085282160&doi=10.1016%2fj.jcv.2020.104470&partnerID=40&md5=8268e3e836cb821ded5313f07a5023d4
"57216751381;57216825780;57216854546;7102444718;17136471700;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085032373&doi=10.1016%2fj.rmed.2020.106038&partnerID=40&md5=548fbb4ac4c34b11060e09e7fb1a046f
"24768099200;57210102642;56798481500;55851942383;57216392453;56707691400;55840840300;57216389870;54580857800;57216394899;57216395649;26323145500;35378297800;6603307177;57215522396;7006590487;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083396685&doi=10.1016%2fj.jcrc.2020.04.004&partnerID=40&md5=d7ed7ba6408daafba624538d80182be3
"55989623700;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084153714&doi=10.1016%2fj.mehy.2020.109779&partnerID=40&md5=92e937f97caae356a375a80561eeeb7f
"57216336113;57195448289;57216332810;56612197600;57216457086;57216462419;57216340863;57215692489;57188633708;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083568545&doi=10.1016%2fj.scitotenv.2020.138812&partnerID=40&md5=2a11d68c63bec29bac0e268519c13a22
"57210425621;55545571100;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083820509&doi=10.1016%2fj.scitotenv.2020.138811&partnerID=40&md5=a6f138ef0493b0ec42d287a6bb0512f4
"7005365275;37101296900;57052566900;23969217900;57215138328;57215820305;6602441344;7003439362;7003398922;24328736100;57190083564;55624815300;7006417428;57204719757;56151057300;7003319830;56271362800;57190392669;57208893523;7006223979;7005846988;56433561300;7004305333;56973943800;7003264456;7003758798;57203947887;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085175240&doi=10.1016%2fj.phrs.2020.104899&partnerID=40&md5=c69a95f29b5608273ef9d26b545e76e2
"6602622047;54893562800;7003788063;55356677100;7401576428;7102618782;7103307190;35301548800;57216864562;36178251900;6603949326;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084982414&doi=10.1016%2fj.jstrokecerebrovasdis.2020.104941&partnerID=40&md5=e41cc0ec0444f5c83041b78e1ac2dd85
"6506306699;57216413095;7003580297;57201525100;55212341100;57216417192;6701595487;57216413625;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083436049&doi=10.1016%2fj.ssci.2020.104773&partnerID=40&md5=b4d16705e97e6785608e56de86c393b9
"57216441548;57210972270;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083515336&doi=10.1016%2fj.scitotenv.2020.138859&partnerID=40&md5=dac5b01a576186b58d20b17d515f7b63
"57217019404;57217022484;57217058644;57217016295;57216281102;7402010318;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085970224&doi=10.1016%2fj.puhe.2020.05.043&partnerID=40&md5=4f90e4ad4f9e9af675da72b014a246f6
"55816972400;55821127700;57207570468;57189684617;57207568545;55821727800;57102994300;57217130475;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086388519&doi=10.1016%2fj.jenvp.2020.101444&partnerID=40&md5=4a17e1494f54d9e9b491df1e77d13667
"57216611919;57216620335;57216618064;54410063200;57216666375;57216611309;57216620180;7401683108;8415273700;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084362356&doi=10.1016%2fj.virusres.2020.198005&partnerID=40&md5=77adc7375c603433224d3e397067a402
"6603341681;35958749400;57216981394;57216980025;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085626933&doi=10.1016%2fj.clim.2020.108486&partnerID=40&md5=73474d2fa51f07b5b1c8d96e5a3608f2
"55387443600;57115228700;46161657000;8398409800;57216920187;8869026100;57216785404;57195610368;56370131000;7004497201;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085309876&doi=10.1016%2fj.biopha.2020.110296&partnerID=40&md5=2129271644490fcd8f4c357409a196f7
"57217049265;57203063916;57191737038;7202585962;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085952034&doi=10.1016%2fj.semarthrit.2020.05.010&partnerID=40&md5=e2c239faaef2cf5f7947d8fccc64e27e
"57211603423;57188564607;57151370100;23035265100;55179809700;57216852266;16678368700;57214091715;57216864945;57216864750;56306195300;57216855137;57200277397;8692036300;57190974127;23974507800;10043921600;57216866045;57211903056;6603356384;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085047669&doi=10.1016%2fj.semarthrit.2020.05.001&partnerID=40&md5=a9d34674f94340b7edda9320b16914de
"7006525054;23666704900;14632176900;6506513991;57216897444;57216897360;57216893755;57216898850;36634568400;57216897995;55815695900;57217128000;57216898383;57195502810;57216900968;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086369237&doi=10.1016%2fj.critrevonc.2020.102991&partnerID=40&md5=815e7ac1b04f853c70b9c4a4e98fa719
"57196026173;57208802895;57216994229;26649378800;57216991125;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086033099&doi=10.1016%2fj.wneu.2020.05.194&partnerID=40&md5=ed976c2b840069c382804aded40a08a2
"55618121700;57205469297;57189090009;57204084371;57216769596;57205520098;57208057413;57189094152;57216770640;7003297557;57209227789;7801472667;57200916458;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084565540&doi=10.1016%2fj.thromres.2020.05.018&partnerID=40&md5=c4639f3aa0b5b92c9d5d345263041e0d
"56270441000;57189252043;55667696400;57194738829;57199652177;55194519500;37032089400;51664781300;57196350860;7005972192;7006547963;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085745296&doi=10.1016%2fj.resp.2020.103455&partnerID=40&md5=755a6f276263ac1e9255b3041482291a
"56406972100;26654591500;7006447890;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083718948&doi=10.1016%2fj.mehy.2020.109757&partnerID=40&md5=d5bece2161e4a9b9c55ffce8e2321310
"57216824755;57216824799;57216823560;57216819907;57192180996;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084833512&doi=10.1016%2fj.lfs.2020.117788&partnerID=40&md5=befc7d7e02ec91d6dd5ef15e3955d700
"7202728837;57209643945;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085735632&doi=10.1016%2fj.puhe.2020.04.016&partnerID=40&md5=92817c343d26c3fea083e63970ac4131
"36607486700;57211538016;57193656111;55765167600;56008627200;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086407483&doi=10.1016%2fj.ijid.2020.05.104&partnerID=40&md5=9657f3c9af42c4514fd095d8df35ca0b
"57217081217;35462839300;19934266000;42461051900;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086110044&doi=10.1016%2fj.jstrokecerebrovasdis.2020.104989&partnerID=40&md5=ab89fd88bcd0dd6b520e90f15aea8451
"6602812614;7006556583;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083527180&doi=10.1016%2fj.scitotenv.2020.138834&partnerID=40&md5=3f52299fddc96e286047021fd2f1a35b
"57215661895;57215670394;36159861300;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081593595&doi=10.1016%2fj.meegid.2020.104285&partnerID=40&md5=479d18b7b3e010abcb6a72e6cb4acfe1
"57217131635;57217137837;57217133780;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086390411&doi=10.1016%2fj.radcr.2020.05.034&partnerID=40&md5=2b48853851df62dfff507f45ca19c833
"56689347500;56690401000;56480208700;7005694126;57205413642;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083859012&doi=10.1016%2fj.cca.2020.04.027&partnerID=40&md5=0bc8bf9df9a569ac92a1b5361b716b9e
"55906535400;57192074226;24342245600;57217013996;55926902800;13308311400;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085733658&doi=10.1016%2fj.buildenv.2020.107022&partnerID=40&md5=7f3a954593a3fa656fcfab067a7bd889
"56973943800;57052566900;7003319830;56433561300;57209468049;57216351128;57215138328;57216978200;57216990845;57201993415;57209106073;7003439362;6602441344;7003758798;6603027480;7103297195;55624815300;24328736100;23969217900;7101687411;7006223979;7003264456;7005846988;7005365275;57203947887;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085655475&doi=10.1016%2fj.phrs.2020.104931&partnerID=40&md5=dc799ff92000acaa9e6717cb263e61ca
"7404141646;26643113700;57216347443;8711451500;34770127900;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085355463&doi=10.1016%2fj.msard.2020.102174&partnerID=40&md5=3d12cbb792d31731a790f7787e3d9978
"36167136900;6602613766;57190847157;57217021954;57204562379;57216692000;56179216700;56557774400;7005764653;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085746566&doi=10.1016%2fj.clim.2020.108487&partnerID=40&md5=3b61d5c95b058decd6a0b0ae18954f88
"36677335200;25230512500;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083897517&doi=10.1016%2fj.mehy.2020.109786&partnerID=40&md5=65ec5988e58bcfef5b0cc61849fe2b38
"7801490364;15056941800;57203203885;57216499793;57216503287;31467443300;57217134174;57202943696;25947385100;6603427785;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086381732&doi=10.1016%2fj.resp.2020.103476&partnerID=40&md5=af491541cbd893b588d1a92427ce5e32
"55961786400;57216827706;57209503755;25639096600;55193517700;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084799951&doi=10.1016%2fj.semarthrit.2020.04.015&partnerID=40&md5=ffabe6aba88847efe4b242846602484f
"57216432530;57198313707;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085925618&doi=10.1016%2fj.epsc.2020.101512&partnerID=40&md5=2b45f7d742c41cd9de9e37afe5f9282e
"6505951499;6602744010;57203898940;57203899187;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085662014&doi=10.1016%2fj.dib.2020.105787&partnerID=40&md5=58eddffda12477904d47df56403d9c5c
"7003363137;8769014500;6701731185;57204342942;16553315000;6701750975;55408023300;8136546100;57212273730;7005873547;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083451312&doi=10.1016%2fj.breast.2020.04.006&partnerID=40&md5=928c8678968da877637101542aef580d
"57203183974;57216988850;56195335800;14121700300;57216989303;57216991982;57125466900;57211057646;57216993644;57216990813;57216990571;57213926488;7202019383;7404459412;57216990969;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085661713&doi=10.1016%2fj.ahj.2020.05.002&partnerID=40&md5=2b8511242ad1e9bac09ce7a48c626672
"56790031800;55242166100;57217049502;16550250200;57211550906;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085926190&doi=10.1016%2fj.prp.2020.153039&partnerID=40&md5=c398641c7352b3421f9004be74e0b259
"36776951400;57209698901;57217011080;36799663400;55909718700;6603476774;6602679732;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085684331&doi=10.1016%2fj.clim.2020.108490&partnerID=40&md5=71ff9d71e843f8804be59c12959154ba
"36445075000;56196020900;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085055879&doi=10.1016%2fj.envres.2020.109683&partnerID=40&md5=8f76e2d160468bfa9a44da1f70cd168f
"6701636107;7003300496;7102226747;7005623145;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082963211&doi=10.1016%2fj.rvsc.2020.04.009&partnerID=40&md5=c986e1700fefadb92ea7a1b4de3dd18a
"7004753857;57195546453;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083431460&doi=10.1016%2fj.scitotenv.2020.138882&partnerID=40&md5=9d474b5ac13823c65b4d7965c8469299
"50562171400;57216894085;57216897900;57188625885;7102837475;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085192705&doi=10.1016%2fj.jstrokecerebrovasdis.2020.104953&partnerID=40&md5=ad270d0e76d5fa0e4a773724363912e7
"57217082327;57217084602;57217080838;57217083441;57217085275;56521715100;56521213900;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086132234&doi=10.1016%2fj.ijcha.2020.100557&partnerID=40&md5=dc6901b8ec4d1718f11d9bc66b795d98
"56976106500;6506898718;57191040159;57057245000;14015428200;6701528077;6602691152;6602736454;6508180633;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084941873&doi=10.1016%2fj.jmps.2020.103974&partnerID=40&md5=3c251ec8537d467b2de269aab80f080b
"57216968927;57216969292;57216334780;57216972006;57216969633;57216966555;57216967284;57215599336;57216963014;57216969202;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085581189&doi=10.1016%2fj.jcv.2020.104475&partnerID=40&md5=9f1286c0e4862a47da5efb9efffa765e
"26032595100;22955600300;57216407594;57195548175;57216953859;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085492250&doi=10.1016%2fj.rmed.2020.106045&partnerID=40&md5=fb253b6add9a84a3b38bee435a32668e
"16244604000;24830760000;18438223800;55887653500;57217116698;7003363137;7201403402;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086333779&doi=10.1016%2fj.ejca.2020.05.026&partnerID=40&md5=e8d01208395114831f3d6ff1e4d5fd5a
"6701428032;24068774300;7006255373;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085286997&doi=10.1016%2fj.resp.2020.103464&partnerID=40&md5=34cff783591f488ed4c1a176016c0c7e
"6602390252;55008054800;7801427854;9247687100;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085298208&doi=10.1016%2fj.phrs.2020.104950&partnerID=40&md5=07ff0e01fcabbf45931ac821bc73468c
"57216375428;57216364978;57216360296;57216841481;57217016485;57217021055;57215414162;7501651025;8728553100;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085752948&doi=10.1016%2fj.jctube.2020.100167&partnerID=40&md5=1edfaf5de8463ad78e80ae3d653ee05a
"54395914700;57202201076;57198433092;57210182749;7006479026;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083704316&doi=10.1016%2fj.oraloncology.2020.104742&partnerID=40&md5=dc1b4ff46bc953d8fc27241726e6be2e
"57205653671;54793667300;55070918500;6506812026;7201948236;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085553000&doi=10.1016%2fj.phrs.2020.104917&partnerID=40&md5=d749be97c2bd3fe24f3b271eb962f59d
"7006986911;57216935901;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085374056&doi=10.1016%2fj.yexmp.2020.104474&partnerID=40&md5=760bfde8e52f4c7571835ecd64e08a86
"57216927380;57191888508;57216918936;57216867980;57216921285;8222824200;23475263000;57208345946;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085349660&doi=10.1016%2fj.msard.2020.102216&partnerID=40&md5=b2ff9ea2ca913c68f9a56a634a6c73b7
"7403443388;7005338112;7403278913;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085572604&doi=10.1016%2fj.mbs.2020.108389&partnerID=40&md5=d4b8ee628cf6e75fb005c20645200eb3
"36716365300;57204342942;57199738528;7005423640;9041315500;6701731185;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085625412&doi=10.1016%2fj.breast.2020.05.006&partnerID=40&md5=1223ea456594d8de45cfe96099e4c71a
"7201472274;36144515500;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084509679&doi=10.1016%2fj.envres.2020.109650&partnerID=40&md5=41d8272687e41d656875513a6230d246
"57195945518;57216825573;8291778500;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084797539&doi=10.1016%2fj.virusres.2020.198024&partnerID=40&md5=c7438430b15109dab8c4cd967a933b14
"6603495226;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083307237&doi=10.1016%2fj.scitotenv.2020.138647&partnerID=40&md5=b01acaa103f06a582df5fadeae3f84e2
"37067188100;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083044290&doi=10.1016%2fj.lfs.2020.117592&partnerID=40&md5=a81b6868ba86475f30a5acc98abec87d
"7103388949;7202051561;7102906348;57216927468;57216925158;6602309404;7004396687;57202440005;57217073707;57213634725;57211012687;6701660015;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085282173&doi=10.1016%2fj.jns.2020.116884&partnerID=40&md5=319481a023bc7b9345cf91394a4dc68e
"56566236100;7004765368;7003394359;55973828400;6506686976;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084064698&doi=10.1016%2fj.watres.2020.115899&partnerID=40&md5=a550c7f71e41dd8b803101d58391c2d6
"24166335400;57215596268;57216617696;57215605653;24176835600;7005005870;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084055760&doi=10.1016%2fj.lfs.2020.117723&partnerID=40&md5=b32762d17e51543b76d80e979c257aec
"55419027900;57209730512;57144600100;57216936077;57216932837;57216932638;57216934515;57216932840;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085385216&doi=10.1016%2fj.jns.2020.116943&partnerID=40&md5=b8eb0dcc5596c7cb3034c6a2b119de26
"57215907776;57205101123;57216660178;50460982800;57195347192;57216658367;23569829200;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084236371&doi=10.1016%2fj.virusres.2020.197989&partnerID=40&md5=6bfee34d52f8020f1d785d03aeae8243
"55746129900;56647824700;55869075500;22935226800;34972186600;57197846052;34972128300;25654123400;22135464100;14622058700;49964205100;56677885700;35085056400;8718773800;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082855018&doi=10.1016%2fj.scitotenv.2020.138401&partnerID=40&md5=b70ae351c458efdfa98c936185a1c082
"36158939200;57201381190;57210437646;57214865152;57216201591;57214864892;57216211057;57201392597;57215093116;57210437439;57216208558;57214672530;57033212500;57202835120;55936044600;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082801343&doi=10.1016%2fj.scitotenv.2020.138277&partnerID=40&md5=84a84653128c49291366ecddd9feaa15
"57216487592;57216492511;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083653968&doi=10.1016%2fj.scitotenv.2020.138858&partnerID=40&md5=2a6473b516a47d171464fccfedf28fff
"57215091151;57209147799;57216772188;57217116195;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084617691&doi=10.1089%2fars.2020.8111&partnerID=40&md5=c2a807489d68d40a951116674153ef8a
"57216333227;57209322960;57215060677;57216345262;57216459839;57216357358;55177362400;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083567292&doi=10.1080%2f23744235.2020.1748705&partnerID=40&md5=289d451bd0549d50816191abaae998c0
"57192109694;25648771200;12766772200;25227432300;26635359200;57188750379;57103028100;7401608725;7004417361;7005074118;8225703900;7004161991;7003516727;57204215187;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084520150&doi=10.1016%2fj.jcv.2020.104437&partnerID=40&md5=6967facd92d852614dcdd6a8f33a0915
"6602109013;7004559988;8712437500;6701627958;6506214940;6603427991;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084396722&doi=10.1016%2fj.jcv.2020.104394&partnerID=40&md5=cb2af5fb9f3c8e90ba25bb853455d44e
"21233734400;6603576245;6603636413;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085754731&doi=10.1016%2fj.ijid.2020.05.071&partnerID=40&md5=ca3125c8be09aaef3159d4904ef5411d
"57216653928;57216659230;57217073558;26643249000;6603121013;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084217183&doi=10.1016%2fj.phrs.2020.104859&partnerID=40&md5=249edf05731f4eb727ca63690ba525dd
"57216339847;57216334068;57216353165;57216359448;57216357511;57216358241;57194784392;57216331107;57216334956;57198772954;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083238011&doi=10.1002%2fjmv.25795&partnerID=40&md5=c1daf91b66b77798673d0db1773feee1
"57207192551;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084819022&doi=10.1016%2fj.nmni.2020.100697&partnerID=40&md5=bd57b5a4c29cbb33caf19d1dd6203ebc
"35077486000;57210685632;8694472600;16637893900;35447262300;57216297926;7004121723;35446951500;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085976384&doi=10.1016%2fj.ijid.2020.05.123&partnerID=40&md5=73cf1f17ec1cfab568ebad999332343d
"57215060677;57216035801;55509077800;57216037269;57216038603;57216041744;57215071380;57215069679;35590916800;57209322960;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082512838&doi=10.1016%2fj.cca.2020.03.032&partnerID=40&md5=1ef98261537c672fd47f07555f3327fa
"8963521400;15848683600;23489455700;57200449914;57192341341;57211923994;57214754796;57196955810;14039539200;57202361311;23488093800;41361689700;57191903460;7005590779;7006361490;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085128788&doi=10.1016%2fj.jcv.2020.104416&partnerID=40&md5=7e5dabaee876e2726583f7f82332a502
"57216409640;57216419241;57216416149;57216413967;57207416215;55155874000;57216409317;56948855800;13607468100;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083450617&doi=10.1016%2fj.jtos.2020.03.010&partnerID=40&md5=15aee0896d33bd73cc5adb354e19f441
"45061091800;50561935500;7102600395;57201747315;35779243300;6701834898;57216633078;6604014388;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084143540&doi=10.1016%2fj.jcv.2020.104387&partnerID=40&md5=1c8c372b63ab37b1fa286bfa4a1bdbe3
"57188879191;57216166641;8742157400;56491898300;8686996200;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084701567&doi=10.1016%2fj.antiviral.2020.104820&partnerID=40&md5=0ece6a619fcdcc99a3570776f3ef3f4c
"57216344413;57216356120;7005198786;6602283955;6507592100;36701812300;57210564692;57216660619;24070637100;57210887113;57205612501;6701654701;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084204690&doi=10.1016%2fj.jcv.2020.104385&partnerID=40&md5=6a2ba16731859229e25191f5910b8eac
