Author(s) ID	Year	Link
"56513969800;57201879894;13407432900;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084438050&doi=10.1038%2fs41392-020-0178-y&partnerID=40&md5=9e977458798c80a035e67ba95a6d50d9
"56389512500;21834245200;15135386100;23390065500;13806709100;6701613156;17342562100;6507481906;7003950754;36097795200;7102481723;23974239400;35309628300;6603822253;34770469800;56273574000;18133480200;57214823649;57216658102;57211293513;9733576600;57216659137;7005050330;7102948257;23098235400;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084241090&doi=10.1038%2fs41597-020-0477-8&partnerID=40&md5=74281b0ca0322212e3f6e967ab0eae11
"22136554400;23012323000;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083682263&doi=10.1186%2fs13089-020-00171-w&partnerID=40&md5=c4b76729c46bb8d1afeba1e72f282460
"55752565700;34881827300;57215782223;57191163910;57216412307;57217111983;57217111951;57217111824;7404842614;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086297761&doi=10.1080%2f22221751.2020.1766383&partnerID=40&md5=345895c74b7df62089c13cce23c359fe
"57216653443;37035267600;57200614877;57216661530;57216654668;57213146234;57208653656;57212220401;57216655991;57211660073;57216652027;57216659204;57216653780;57216659368;57216661456;35277535300;57087456500;57196430320;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084197208&doi=10.1038%2fs41421-020-0168-9&partnerID=40&md5=adc4686d2f1035d58949d4ac3effc7b2
"8967982300;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085583169&doi=10.29333%2fejgm%2f7892&partnerID=40&md5=419f328c47a793519642d00d4dd03d03
"57201792831;57201793915;57212074664;57217118887;57217118313;57217116917;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086318690&doi=10.22516%2f25007440.552&partnerID=40&md5=9f036bc862254831e27b8a9384fce8fd
"37011171800;37053330200;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085530684&doi=10.29333%2fejgm%2f7895&partnerID=40&md5=26f942a19d4e094aa19e46d84b143565
"57215603790;57217131854;57216407324;57217132260;57217132069;57217134400;57217132386;57217136197;55676850600;57196416185;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086378647&doi=10.1038%2fs41392-020-0190-2&partnerID=40&md5=f134493eaa709ba7e442cc00d29040b3
"7005919154;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085471844&doi=10.1038%2fs41541-020-0193-6&partnerID=40&md5=71817327ed4cb3ec4d5caf560d4a0973
"57201313108;57211000791;57215070284;57211374657;57215047487;57215053228;57200045561;57210972131;36187413900;57211067288;57216713192;57075349000;36187496400;55715548900;55574192802;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079799485&doi=10.1038%2fs41421-020-0148-0&partnerID=40&md5=0725368d73311c24c1244cd58bb3861a
"7005165689;57216222841;57216158111;56063869800;7202503628;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086442993&doi=10.1016%2fj.mehy.2020.109876&partnerID=40&md5=0526f3f8bb3b96300ff3f0a68d37e0a4
"56800697500;6507252972;7801504725;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086086732&doi=10.1016%2fj.mehy.2020.109957&partnerID=40&md5=545e96e281937e19d46f66a64f963ac9
"57209343707;57216742599;8686354400;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085689711&doi=10.1016%2fj.mehy.2020.109899&partnerID=40&md5=8acc8f6d1ea31f2d946f22c3e5179404
"57209279871;57216165059;16302626600;27169527500;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086465863&doi=10.1016%2fj.mehy.2020.109865&partnerID=40&md5=33ca9296b18f6a955b8028735114ffd4
"55760121900;55516204400;42561745000;55968165400;57191096877;57217086841;24402935100;7006768840;6603960061;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086084585&doi=10.1016%2fj.mehy.2020.109954&partnerID=40&md5=b0f7c709c4d12e87bf95c1be260f83f8
"57216561155;7003632763;26023499800;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085765074&doi=10.1016%2fj.mehy.2020.109910&partnerID=40&md5=21db38d2fff472f16362a79721eae628
"57208923474;7005972094;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085743337&doi=10.1016%2fj.mehy.2020.109947&partnerID=40&md5=868a83dd94fa0f0ad0824ef97df888a5
"57209368798;15045821700;22978915300;56175177200;35071129000;55053599400;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086443905&doi=10.1016%2fj.mehy.2020.109986&partnerID=40&md5=8c8dc2fa0561c6000056502c81e7de63
"57217025175;56072075300;57205324803;57217025340;7402238220;57189582275;10044363200;23989417700;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085842588&doi=10.1016%2fj.clinimag.2020.05.032&partnerID=40&md5=a095544b341b667682b0523bbc83fbce
"55584830400;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085964919&doi=10.1016%2fj.mehy.2020.109948&partnerID=40&md5=c515bfee8bcb89b7e091b3230638e29d
"57217093806;21433656700;16834395300;6507394430;7003942962;8770419000;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086177032&doi=10.1016%2fj.mehy.2020.109920&partnerID=40&md5=2227a093c335149b514ba6244ca7acdb
"57217031515;36481348600;7007115688;57217030249;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085881835&doi=10.1016%2fj.mehy.2020.109848&partnerID=40&md5=d211684a921a9873cf826ea91901d508
"26642893700;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086099330&doi=10.1016%2fj.mehy.2020.109959&partnerID=40&md5=fad9051f2ee88a17c0e55e4ced610108
"8720531800;57192236205;55346031100;24073593700;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086469271&doi=10.1016%2fj.meegid.2020.104422&partnerID=40&md5=082a57f31cdbf2031ede74a173723317
"57217093850;21742639200;57217094019;57200244375;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086175715&doi=10.1016%2fj.mehy.2020.109874&partnerID=40&md5=6edfb9d5ea08136189f7797fab405a41
"57212310918;57201976641;57204006484;12763297300;57212310587;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086155570&doi=10.1016%2fj.mehy.2020.109974&partnerID=40&md5=99713184d5088ab071f52a66e2afae00
"14024853600;23668178800;55322787900;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085397529&doi=10.1016%2fj.resmer.2020.100758&partnerID=40&md5=a3e9e053bcbea26e5d08a5da131fae45
"57197026081;6701926065;23392928800;35426138900;8740579500;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085374318&doi=10.1016%2fj.resmer.2020.100759&partnerID=40&md5=f0e18ee3db6fd5fbb3a886988f2e0ff2
"55941548100;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085977122&doi=10.1016%2fj.mehy.2020.109918&partnerID=40&md5=55217bb6d16092d3ab8e138fa02c6acd
"6601976056;6602805712;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085770410&doi=10.1016%2fj.mehy.2020.109934&partnerID=40&md5=9b31edb4fa94320c3030f441bcb6f144
"57217132404;37101263400;57203317565;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086381098&doi=10.1016%2fj.mehy.2020.109905&partnerID=40&md5=d88f16d111b24cc0bf973f46895cfce0
"57217147467;7006765668;56835031800;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086445363&doi=10.1016%2fj.mehy.2020.109987&partnerID=40&md5=b141384b2c26504d463886f7265794e1
"57208149292;7403952022;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086388187&doi=10.1016%2fj.scitotenv.2020.140122&partnerID=40&md5=e5eb2c07404919a073dd9a240267b08d
"55326998500;57217097542;57217114810;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086314909&doi=10.1016%2fj.scitotenv.2020.140112&partnerID=40&md5=869a9fe866c973bffb85d2f5b57dbadd
"57191821592;57204565987;23569190400;56074722100;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086385303&doi=10.1016%2fj.scitotenv.2020.140207&partnerID=40&md5=1ed34d9785f16b8787a1ba034aaed8a1
"55440986900;56789984200;15049542300;57217128711;7402836869;55984094500;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086388664&doi=10.1016%2fj.scitotenv.2020.140093&partnerID=40&md5=10093aeb75902670a984ae4ee1bf4fce
"36682343400;6505792263;57200122065;12786659400;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086360370&doi=10.1016%2fj.scitotenv.2020.140123&partnerID=40&md5=b7b90fafafaea14c2dee5158a22e3aa9
"7004388626;7801617359;8606185100;24463053700;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086466411&doi=10.1016%2fj.scitotenv.2020.140005&partnerID=40&md5=61e3b63b85bebe8c3a378c16c4e09ec0
"57211436481;36132603300;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086436905&doi=10.1016%2fj.scitotenv.2020.140113&partnerID=40&md5=b2785ed5e2f4ca4cf6ada3c6e2bed14f
"35237323900;8709269900;36087076200;8424046300;7102899689;56076127500;8622101000;35427522400;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084636250&doi=10.1016%2fj.scitotenv.2020.139076&partnerID=40&md5=f0d4bab0631b5dc76ef0b494559a09b8
"8709269900;7007175993;57194944880;36087076200;55812310000;57217129943;8622101000;56035719200;23570481500;54581364700;57212221160;57191747201;57216628850;26221966900;57203810448;57207189301;35237323900;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086382178&doi=10.1016%2fj.scitotenv.2020.139960&partnerID=40&md5=1528e1b3a24532d01e29c449935e9b68
"57217133547;57217134393;57217134199;56255369500;8889219500;36763487300;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086405056&doi=10.1016%2fj.ijbiomac.2020.06.007&partnerID=40&md5=05f9728fca164485dcbb3a40f8d802cf
"6701810683;47661661900;35848813100;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085601488&doi=10.33263%2fBRIAC105.60396057&partnerID=40&md5=2845d1c2d745903dbf6b631b456504eb
"7004388626;7801617359;8606185100;24463053700;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085841612&doi=10.1016%2fj.scitotenv.2020.139825&partnerID=40&md5=b9d7d9a8e1bc465a8b8debe83f75d721
"15755162800;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085940318&doi=10.1016%2fj.mehy.2020.109893&partnerID=40&md5=7f4840f102ffd476b064af11c81c4681
"57217059538;36942936100;6603292086;56562584700;7003534674;7201804823;7801344484;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086372869&doi=10.1016%2fj.cca.2020.05.047&partnerID=40&md5=b7e8f1fed7c83c5cd1a4fe39a5b7edfd
"57200554471;56716323400;57191907460;25029016300;57112608600;57210845640;55972605000;57217043612;36119732600;57217045743;55972711000;56387586500;35262465600;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085918712&doi=10.1016%2fj.meegid.2020.104390&partnerID=40&md5=671bd8d33a7dea10eef22e95dc0c8eba
"36942936100;57217059538;6603292086;56562584700;7003534674;7201804823;7801344484;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086001510&doi=10.1016%2fj.cca.2020.05.049&partnerID=40&md5=4125c3e40bf2cd69508d15eab626d264
"57216545183;57216549849;57216545106;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085493059&doi=10.29333%2fejgm%2f8233&partnerID=40&md5=7918e5d6b99816d1f1747d543a499397
"55456390100;57216434449;57216442015;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083516746&doi=10.1016%2fj.gsd.2020.100400&partnerID=40&md5=c289261870efcdcfddaad55e3b76a475
"6504595226;57217081848;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086134809&doi=10.1016%2fj.meegid.2020.104386&partnerID=40&md5=01cecee98ee7e407ec6a3c048cc75c64
"57197253291;57191865527;57217129269;57217135446;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086395682&doi=10.1016%2fj.meegid.2020.104374&partnerID=40&md5=7f89f59ac112e46611c17cc9038f43fd
"57215650290;57217148447;57196216261;37118825500;24491218200;55505392800;9036532900;55667258300;56573838600;7401625549;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086449547&doi=10.1016%2fj.bbadis.2020.165878&partnerID=40&md5=add620637af8008126c87d229b43fef8
"57217020566;57217017516;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085761132&doi=10.1016%2fj.mehy.2020.109862&partnerID=40&md5=9e471f758b8d455a11fe1102bdb485bb
"57217095359;57203026434;57217091719;57217095015;57217096199;57217095928;57217091070;57217091372;48461688600;57216261855;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086161556&doi=10.1016%2fj.meegid.2020.104389&partnerID=40&md5=5aa4cf39f455004877e32bbee22071ce
"57217119089;57205350122;57217137812;57208265600;57217131068;57217138325;57217130132;57217120648;55983460800;57217130742;57205688719;7004098775;6506389941;7004497727;57216041035;16303136400;55616154500;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086372961&doi=10.1016%2fj.cca.2020.06.004&partnerID=40&md5=748e9a49be5c75219b90d1ea794c5e0d
"56139367600;57207962207;57217055472;57217059562;36090433700;7004882161;36159861300;27172313200;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085985598&doi=10.1016%2fj.ijbiomac.2020.05.239&partnerID=40&md5=0c2a386aa36955d0d4da42dec94110c3
"55498622600;36087647100;57206723757;57217046368;16176558200;8519565100;57214526638;39862804500;57217046390;15829744200;56732912500;25825288000;7003600056;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085910799&doi=10.1016%2fj.pep.2020.105686&partnerID=40&md5=8ab8e1c42348dbe2326b84e07e0d896e
"36091843500;57210904438;57215655945;56496506100;57189092570;57216766586;7003761791;35303178200;6701422131;7102767922;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084617732&doi=10.1016%2fj.meegid.2020.104330&partnerID=40&md5=03dcce739ca4bdfc434055c8d124ad10
"57204969152;8852491400;57217020060;54405307300;57211106612;13004866000;57217018060;57209043279;57193841389;57217021222;57216583968;24366100600;57217019500;55546891500;6603218370;55874952200;57163873900;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085772742&doi=10.1016%2fj.meegid.2020.104387&partnerID=40&md5=f06e1a8c7e823eb6cb41e008b836917e
"56856432500;57217060513;57191337018;6603018237;7401874533;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085971703&doi=10.1016%2fj.bios.2020.112356&partnerID=40&md5=5698882f5f6fc776faa3ed6fecbb5bbb
"57202559706;22635521200;57194496883;57217084338;6602415296;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086109230&doi=10.1016%2fj.cca.2020.05.050&partnerID=40&md5=5dfa61bbbdc928e87911e15025d2681d
"57216825099;23984294800;8608575700;10044363200;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084793390&doi=10.1016%2fj.clinimag.2020.05.013&partnerID=40&md5=da0b4edb0a199041f701b7a0d95370f0
"6603563004;55503588300;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085471808&doi=10.1016%2fj.mehy.2020.109843&partnerID=40&md5=e97c420b21868daf8a8960392c82ec66
"37088153100;56862324300;57197796147;57217046948;56459125100;57217049745;6602490539;7006453644;57217047618;55925449700;57217050324;6603525360;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085919268&doi=10.1016%2fj.cca.2020.06.002&partnerID=40&md5=9fce4cdd91222662b1756de083e5081b
"57216927409;57210989265;57201276686;57199223909;24468880500;57210471333;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085304655&doi=10.1016%2fj.ijbiomac.2020.05.184&partnerID=40&md5=b94134fe49cccad6307632d4c10cb4df
"56497106100;57202338671;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085529838&doi=10.29333%2fejgm%2f8232&partnerID=40&md5=b2dbb625271973aaf361d4745b79b597
"56700509500;57217017107;57217020217;57217022386;55975435200;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085763789&doi=10.1016%2fj.jcrc.2020.05.017&partnerID=40&md5=5f0acedbe802cb197054cc3f3bb7395f
"57192315828;57212692632;7003448874;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085583076&doi=10.1016%2fj.mehy.2020.109882&partnerID=40&md5=2f2fd73476c920b1a81d75f11e2b1248
"57217007250;57216561390;"	2020	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085692895&doi=10.1016%2fj.mehy.2020.109904&partnerID=40&md5=a7508617fd10f6f07d0d6290b0d6d08f
